41 31 1.5 1.5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 
2.97 2.67 2.37 2.55 2.73 2.595 2.46 2.68 2.9 2.965 3.03 2.715 2.4 2.355 2.31 2.285 2.26 2.45 2.64 2.985 3.33 2.86 2.39 2.405 2.42 2.445 2.47 2.51 2.55 2.8 3.05 2.75 2.45 2.345 2.24 2.395 2.55 2.47 2.39 2.21 2.03 
0 0.05 0.131623 0.23293 0.351184 0.484992 0.633479 0.796039 0.972216 1.16166 1.36408 1.57926 1.80698 2.04708 2.29942 2.56387 2.84032 3.12866 3.4288 3.74067 4.06419 4.3993 4.74592 5.10401 5.47351 5.85437 6.24655 6.65001 7.0647 7.49059 7.92765 
3 5.54 5.70325 5.90586 6.14237 6.40998 6.50941 6.52419 6.5402 6.55742 6.57583 6.59539 6.61609 6.63792 6.66086 6.6849 6.71003 6.73624 6.76353 6.79188 6.82129 6.85175 6.88327 6.91582 6.94941 6.98403 7 7 7 7 7 
3 3.37879 3.99714 4.76462 5.54237 5.80998 6.10696 6.43208 6.51293 6.53015 6.54855 6.56811 6.58882 6.61064 6.63358 6.65762 6.68276 6.70897 6.73625 6.76461 6.79402 6.82448 6.85599 6.88855 6.92214 6.95676 6.99241 7 7 7 7 
3 3.19841 3.52231 3.92433 4.39359 4.92457 5.50696 5.83208 6.18443 6.50288 6.52128 6.54084 6.56154 6.58337 6.60631 6.63035 6.65548 6.6817 6.70898 6.73733 6.76674 6.79721 6.82872 6.86127 6.89486 6.92949 6.96514 7 7 7 7 
3 3.27778 3.73124 4.29406 4.95102 5.56998 5.86696 6.19208 6.50202 6.51924 6.53764 6.55721 6.57791 6.59973 6.62267 6.64672 6.67185 6.69806 6.72535 6.7537 6.78311 6.81357 6.84508 6.87764 6.91123 6.94585 6.9815 7 7 7 7 
3 3.46296 4.21873 5.15676 5.66237 5.92998 6.22696 6.50237 6.51838 6.53561 6.55401 6.57357 6.59427 6.6161 6.63904 6.66308 6.68821 6.71442 6.74171 6.77006 6.79947 6.82994 6.86145 6.894 6.92759 6.96222 6.99787 7 7 7 7 
3 3.30864 3.81249 4.43784 5.1678 5.65998 5.95696 6.28208 6.50611 6.52333 6.54173 6.5613 6.582 6.60383 6.62677 6.65081 6.67594 6.70215 6.72944 6.75779 6.7872 6.81766 6.84917 6.88173 6.91532 6.94994 6.9856 7 7 7 7 
3 3.23148 3.60937 4.07838 4.62585 5.24533 5.68696 6.01208 6.36443 6.51106 6.52946 6.54902 6.56973 6.59155 6.61449 6.63853 6.66367 6.68988 6.71716 6.74552 6.77493 6.80539 6.8369 6.86946 6.90305 6.93767 6.97332 7 7 7 7 
3 3.39063 4.0283 4.81977 5.56237 5.82998 6.12696 6.45208 6.51384 6.53106 6.54946 6.56902 6.58973 6.61155 6.63449 6.65853 6.68367 6.70988 6.73716 6.76552 6.79493 6.82539 6.8569 6.88946 6.92305 6.95767 6.99332 7 7 7 7 
3 4.25 5.56325 5.76586 6.00237 6.26998 6.50304 6.51782 6.53384 6.55106 6.56946 6.58902 6.60973 6.63155 6.65449 6.67853 6.70367 6.72988 6.75716 6.78552 6.81493 6.84539 6.8769 6.90946 6.94305 6.97767 7 7 7 7 7 
3 5.53 5.69325 5.89586 6.13237 6.39998 6.50895 6.52373 6.53975 6.55697 6.57537 6.59493 6.61563 6.63746 6.6604 6.68444 6.70957 6.73579 6.76307 6.79142 6.82084 6.8513 6.88281 6.91536 6.94896 6.98358 7 7 7 7 7 
5.56 5.66 5.82325 6.02586 6.26237 6.50136 6.51486 6.52964 6.54566 6.56288 6.58128 6.60084 6.62154 6.64337 6.66631 6.69035 6.71548 6.7417 6.76898 6.79733 6.82674 6.85721 6.88872 6.92127 6.95486 6.98949 7 7 7 7 7 
3 3.4386 4.15459 5.04325 5.63237 5.89998 6.19696 6.501 6.51702 6.53424 6.55264 6.57221 6.59291 6.61473 6.63767 6.66172 6.68685 6.71306 6.74035 6.7687 6.79811 6.82857 6.86008 6.89264 6.92623 6.96085 6.9965 7 7 7 7 
3 3.20833 3.54843 3.97054 4.46327 5.0208 5.56696 5.89208 6.24443 6.50561 6.52401 6.54357 6.56427 6.5861 6.60904 6.63308 6.65821 6.68442 6.71171 6.74006 6.76947 6.79994 6.83145 6.864 6.89759 6.93222 6.96787 7 7 7 7 
3 3.1938 3.51017 3.90283 4.36118 4.87981 5.45534 5.80208 6.15443 6.50151 6.51992 6.53948 6.56018 6.58201 6.60495 6.62899 6.65412 6.68033 6.70762 6.73597 6.76538 6.79585 6.82736 6.85991 6.8935 6.92812 6.96378 7 7 7 7 
3 3.18116 3.47689 3.84395 4.27241 4.75722 5.29521 5.71208 6.06443 6.44332 6.51583 6.53539 6.55609 6.57792 6.60086 6.6249 6.65003 6.67624 6.70353 6.73188 6.76129 6.79175 6.82327 6.85582 6.88941 6.92403 6.95969 6.99636 7 7 7 
3 3.17483 3.46022 3.81444 4.22792 4.69578 5.21496 5.66208 6.01443 6.39332 6.51355 6.53311 6.55382 6.57564 6.59858 6.62262 6.64776 6.67397 6.70125 6.72961 6.75902 6.78948 6.82099 6.85355 6.88714 6.92176 6.95741 6.99409 7 7 7 
3 3.16892 3.44467 3.78693 4.18643 4.63849 5.14013 5.61208 5.96443 6.34332 6.51128 6.53084 6.55154 6.57337 6.59631 6.62035 6.64548 6.6717 6.69898 6.72733 6.75674 6.78721 6.81872 6.85127 6.88486 6.91949 6.95514 6.99182 7 7 7 
3 3.22727 3.59829 4.05877 4.59629 5.20451 5.66696 5.99208 6.34443 6.51015 6.52855 6.54811 6.56882 6.59064 6.61358 6.63762 6.66276 6.68897 6.71625 6.74461 6.77402 6.80448 6.83599 6.86855 6.90214 6.93676 6.97241 7 7 7 7 
3 3.34722 3.91405 4.61757 5.43878 5.74998 6.04696 6.37208 6.5102 6.52742 6.54583 6.56539 6.58609 6.60792 6.63086 6.6549 6.68003 6.70624 6.73353 6.76188 6.79129 6.82175 6.85327 6.88582 6.91941 6.95403 6.98969 7 7 7 7 
3 5.57 5.73325 5.93586 6.17237 6.43998 6.51077 6.52555 6.54157 6.55879 6.57719 6.59675 6.61745 6.63928 6.66222 6.68626 6.71139 6.73761 6.76489 6.79324 6.82265 6.85312 6.88463 6.91718 6.95077 6.9854 7 7 7 7 7 
6.16 6.26 6.42325 6.50572 6.51647 6.52864 6.54213 6.55691 6.57293 6.59015 6.60855 6.62811 6.64882 6.67064 6.69358 6.71762 6.74276 6.76897 6.79625 6.82461 6.85402 6.88448 6.91599 6.94855 6.98214 7 7 7 7 7 7 
3 3.89286 5.35041 5.68586 5.92237 6.18998 6.48696 6.51419 6.5302 6.54742 6.56583 6.58539 6.60609 6.62792 6.65086 6.6749 6.70003 6.72624 6.75353 6.78188 6.81129 6.84175 6.87327 6.90582 6.93941 6.97403 7 7 7 7 7 
3 3.20492 3.53944 3.95463 4.43928 4.98767 5.54696 5.87208 6.22443 6.5047 6.5231 6.54266 6.56336 6.58519 6.60813 6.63217 6.6573 6.68351 6.7108 6.73915 6.76856 6.79903 6.83054 6.86309 6.89668 6.93131 6.96696 7 7 7 7 
3 3.21008 3.55304 3.9787 4.47556 5.03778 5.57696 5.90208 6.25443 6.50606 6.52446 6.54402 6.56473 6.58655 6.60949 6.63353 6.65867 6.68488 6.71216 6.74052 6.76993 6.80039 6.8319 6.86446 6.89805 6.93267 6.96832 7 7 7 7 
3 3.21552 3.56734 4.00401 4.51372 5.09048 5.60696 5.93208 6.28443 6.50742 6.52583 6.54539 6.56609 6.58792 6.61086 6.6349 6.66003 6.68624 6.71353 6.74188 6.77129 6.80175 6.83327 6.86582 6.89941 6.93403 6.96969 7 7 7 7 
3 3.22523 3.5929 4.04923 4.58191 5.18465 5.65696 5.98208 6.33443 6.5097 6.5281 6.54766 6.56836 6.59019 6.61313 6.63717 6.6623 6.68851 6.7158 6.74415 6.77356 6.80403 6.83554 6.86809 6.90168 6.93631 6.97196 7 7 7 7 
3 3.23585 3.62086 4.09873 4.65653 5.2877 5.70696 6.03208 6.38443 6.51197 6.53037 6.54993 6.57063 6.59246 6.6154 6.63944 6.66457 6.69079 6.71807 6.74642 6.77584 6.8063 6.83781 6.87036 6.90396 6.93858 6.97423 7 7 7 7 
3 3.2551 3.67155 4.18842 4.79176 5.47445 5.78696 6.11208 6.46443 6.51561 6.53401 6.55357 6.57427 6.5961 6.61904 6.64308 6.66821 6.69442 6.72171 6.75006 6.77947 6.80994 6.84145 6.874 6.90759 6.94222 6.97787 7 7 7 7 
3 3.27778 3.73124 4.29406 4.95102 5.56998 5.86696 6.19208 6.50202 6.51924 6.53764 6.55721 6.57791 6.59973 6.62267 6.64672 6.67185 6.69806 6.72535 6.7537 6.78311 6.81357 6.84508 6.87764 6.91123 6.94585 6.9815 7 7 7 7 
3 3.625 4.64529 5.56586 5.80237 6.06998 6.36696 6.50873 6.52475 6.54197 6.56037 6.57993 6.60063 6.62246 6.6454 6.66944 6.69457 6.72079 6.74807 6.77642 6.80584 6.8363 6.86781 6.90036 6.93396 6.96858 7 7 7 7 7 
